nik,no_kk,nama,tempat_tanggal_lahir,jenis_kelamin,status_perkawinan,alamat,kecamatan,kelurahan,pekerjaan,penghasilan,jumlah_tanggungan,kondisi_lantai,kondisi_dinding,kondisi_atap,status_kepemilikan_rumah,pendidikan_terakhir,jumlah_anak_sekolah,kepemilikan_aset,pengeluaran_bulanan,akses_listrik,akses_air,kondisi_kesehatan
35730357587560,35730569843944,Calon Penerima 872,1984-11-27,Perempuan,Kawin,Jl. Yulius Usman Dalam RT 06/RW 02,Klojen,Kasin,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730553915385,35730242427513,Calon Penerima 873,1963-03-23,Perempuan,Kawin,Perum. Karanglo Indah Megah Blok G9 RT 01/RW 05,Blimbing,Balearjosari,Karyawan Swasta,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730131203992,35730515362278,Calon Penerima 874,1985-08-18,Perempuan,Cerai Hidup,Jl. Yulius Usman Dalam RT 15/RW 07,Klojen,Kasin,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730271912616,35730464254084,Calon Penerima 875,1969-07-04,Laki-laki,Belum Kawin,Jl. Laksamana Martadinata No. 110 RT 06/RW 07,Klojen,Sukoharjo,PNS / TNI / POLRI,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730245822145,35730384510720,Calon Penerima 876,1998-02-21,Laki-laki,Cerai Hidup,Jl. Kawi Dalam RT 04/RW 02,Klojen,Kauman,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730214101591,35730597756636,Calon Penerima 877,1970-05-25,Perempuan,Belum Kawin,Jl. Gempol No. 10 RT 06/RW 02,Sukun,Tanjungrejo,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730429942456,35730420842658,Calon Penerima 878,2003-01-01,Laki-laki,Kawin,Jl. Danau Toba Dalam RT 15/RW 04,Kedungkandang,Sawojajar,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730415258582,35730135838543,Calon Penerima 879,1989-10-12,Laki-laki,Cerai Hidup,Jl. Dr. Sutomo Gg. 3 RT 07/RW 07,Klojen,Klojen,Tidak Bekerja,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730337443825,35730326600364,Calon Penerima 880,1986-04-20,Perempuan,Belum Kawin,Jl. Hamid Rusdi Timur No. 131 RT 09/RW 05,Blimbing,Kesatrian,Wiraswasta / Pedagang,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730162292897,35730418106222,Calon Penerima 881,1970-05-20,Laki-laki,Belum Kawin,Perum. Zaenal Zakse Megah Blok H3 RT 05/RW 05,Kedungkandang,Kotalama,Karyawan Swasta,> Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730169333826,35730252866777,Calon Penerima 882,1969-06-25,Perempuan,Belum Kawin,Perum. Samaan Megah Blok H3 RT 04/RW 01,Klojen,Samaan,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730281570620,35730570413132,Calon Penerima 883,2004-06-02,Perempuan,Kawin,Jl. Wonokoyo Dalam RT 06/RW 03,Kedungkandang,Wonokoyo,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730162810398,35730451181540,Calon Penerima 884,1971-04-19,Laki-laki,Cerai Mati,Jl. Tenaga Gg. 3 RT 05/RW 07,Blimbing,Blimbing,Tidak Bekerja,< Rp 500.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730456433131,35730580861880,Calon Penerima 885,1990-01-28,Perempuan,Belum Kawin,Perum. Golf Permai Blok G15 RT 05/RW 10,Lowokwaru,Tasikmadu,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730370280372,35730541140627,Calon Penerima 886,1974-12-02,Perempuan,Belum Kawin,Perum. S. Supriadi Permai Blok D17 RT 07/RW 08,Sukun,Sukun,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730566373734,35730585350674,Calon Penerima 887,1978-01-14,Laki-laki,Kawin,Jl. Galunggung Dalam RT 04/RW 01,Klojen,Gading Kasri,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730591789309,35730128258051,Calon Penerima 888,1975-05-20,Perempuan,Kawin,Perum. Golf Residences Blok I19 RT 03/RW 09,Lowokwaru,Tasikmadu,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730587497894,35730492487069,Calon Penerima 889,2004-03-07,Laki-laki,Belum Kawin,Perum. Golf Mas Blok A6 RT 01/RW 03,Lowokwaru,Tasikmadu,PNS / TNI / POLRI,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730396601395,35730151350368,Calon Penerima 890,2003-11-23,Perempuan,Belum Kawin,Perum. Simpang L.A. Sucipto Mas Blok F1 RT 03/RW 03,Blimbing,Pandanwangi,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730530766650,35730284691372,Calon Penerima 891,1987-03-22,Laki-laki,Kawin,Jl. Tenaga Dalam RT 13/RW 03,Blimbing,Blimbing,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730260875559,35730544171800,Calon Penerima 892,1993-06-16,Laki-laki,Cerai Mati,Jl. Kalisari Gg. 8 RT 09/RW 06,Kedungkandang,Wonokoyo,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730320764226,35730329727732,Calon Penerima 893,1980-01-01,Perempuan,Kawin,Jl. Candi Badut No. 132 RT 02/RW 03,Sukun,Karangbesuki,PNS / TNI / POLRI,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730383353327,35730458678845,Calon Penerima 894,1996-10-14,Perempuan,Kawin,Jl. Bumiayu Dalam RT 07/RW 01,Kedungkandang,Bumiayu,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730480197815,35730183209158,Calon Penerima 895,1991-11-05,Laki-laki,Cerai Hidup,Jl. Ir. Rais Dalam RT 12/RW 03,Sukun,Tanjungrejo,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730246758020,35730335239278,Calon Penerima 896,2004-06-09,Perempuan,Kawin,Perum. Guntur Asri Blok E16 RT 10/RW 02,Klojen,Oro-oro Dowo,PNS / TNI / POLRI,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730183388049,35730178492778,Calon Penerima 897,1981-08-25,Perempuan,Kawin,Perum. Gatot Subroto Asri Blok E10 RT 08/RW 09,Klojen,Kiduldalem,Karyawan Swasta,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730342509103,35730336394451,Calon Penerima 898,1994-06-13,Perempuan,Cerai Hidup,Jl. Janti Dalam RT 12/RW 09,Sukun,Sukun,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730120843412,35730158917541,Calon Penerima 899,1960-09-18,Perempuan,Kawin,Jl. Danau Sentani Dalam RT 15/RW 04,Kedungkandang,Sawojajar,Buruh Pabrik / Bangunan,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730411745231,35730422148557,Calon Penerima 900,1998-06-25,Perempuan,Kawin,Perum. Danau Toba Mas Blok E20 RT 01/RW 03,Kedungkandang,Sawojajar,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),> Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730292393030,35730193345508,Calon Penerima 901,1989-01-07,Perempuan,Kawin,Jl. S. Supriadi No. 81 RT 07/RW 04,Sukun,Sukun,PNS / TNI / POLRI,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730379777745,35730230412122,Calon Penerima 902,1974-07-12,Laki-laki,Belum Kawin,Perum. Kopral Usman Permai Blok I17 RT 03/RW 08,Klojen,Sukoharjo,Wiraswasta / Pedagang,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730287696852,35730175646252,Calon Penerima 903,2001-07-04,Perempuan,Kawin,Jl. Saxophone No. 144 RT 05/RW 03,Lowokwaru,Tunggulwulung,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730486796040,35730297278345,Calon Penerima 904,1986-06-17,Perempuan,Kawin,Jl. Parseh Jaya Dalam RT 13/RW 07,Kedungkandang,Arjowinangun,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730427679303,35730213755327,Calon Penerima 905,1989-08-08,Laki-laki,Cerai Mati,Jl. Ahmad Yani Gg. 9 RT 04/RW 10,Blimbing,Purwodadi,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Rentan Sakit / Lansia / Ibu Hamil
35730397808496,35730168373793,Calon Penerima 906,1967-03-03,Laki-laki,Cerai Hidup,Jl. Danau Sentani Gg. 7 RT 03/RW 09,Kedungkandang,Sawojajar,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730244837003,35730217187790,Calon Penerima 907,1990-03-24,Perempuan,Cerai Mati,Jl. Tretes Gg. 6 RT 10/RW 01,Klojen,Rampal Celaket,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730360268539,35730327117087,Calon Penerima 908,1993-11-17,Laki-laki,Cerai Mati,Jl. Samaan Dalam RT 13/RW 03,Klojen,Samaan,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730163160590,35730283990089,Calon Penerima 909,1993-03-27,Perempuan,Cerai Hidup,Jl. Laksda Adi Sucipto Dalam RT 13/RW 09,Blimbing,Pandanwangi,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730144652042,35730290780380,Calon Penerima 910,1992-01-09,Perempuan,Kawin,Jl. Sanan No. 48 RT 09/RW 02,Blimbing,Purwantoro,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730397916443,35730312348189,Calon Penerima 911,1999-03-10,Perempuan,Kawin,Perum. Ahmad Yani Megah Blok H17 RT 08/RW 02,Blimbing,Purwodadi,Wiraswasta / Pedagang,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730411767562,35730561108056,Calon Penerima 912,1984-07-25,Perempuan,Cerai Hidup,Jl. Bakalan Krajan Gg. 8 RT 04/RW 08,Sukun,Bakalankrajan,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730343272888,35730448869805,Calon Penerima 913,1985-12-28,Perempuan,Kawin,Jl. Terusan Bareng No. 130 RT 01/RW 06,Klojen,Bareng,Wiraswasta / Pedagang,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
